org_id	org_name
therod	the rodents' nest
tis-8	taxprep information systems
townof-3	town of dryden
tpl-210	transcanada pipelines limited
tss-217	total server solutions
ttmt	tlc tech
tymeou	tymeout bbs
utc-19	u&n trade corporation
uuserv	uuserve&
vvdc-1	vdc virtual data corp.
wcrcssb	welland county roman catholic separate school board
web201-5	web2010
webnet-7	webnet
wireds-1	wired solutions
wis-102	wisp internet services inc.
wkrt	west kentucky rural telephone cooperative corporation, inc.
wl-242	windscribe
xtl-4	xydom technologies ltd.
yukonc	yukon university
aam	access advertising management inc.
ablcan	abl canada inc.
ach-2	atlantic connect (halifax) inc.
acl-20	abelsoft inc.
acs-14	adlan computer services
acs-27	allen computer services co.
acsc-3	a+b computer systems corp.
adsil-1	amazon data services ireland limited
advan-123	advantagedotcom services inc.
aeii	aei internet inc.
ag-409	avmax group
agt	agt limited.
ai-425	astral internet inc.
archit-1	architech microsystems, inc.
aru-1	astra reserach unit
ats	avec technical services
auc-2	algoma university college
avc-1	bow valley college
bc-72	backland communications inc.
bdlsdq-1	bureau de la statistique du quebec
besdnno-z	the board of education of school district no. 83 (north okanagan-shuswap)
bgpp	shaw telecom g.p.
bl-216	braveway llc
bm-1363	bell mobility inc.
bs-379	brock solutions inc
bsc-73	best software canada
bss-8	bishop strachan school
c1ci	trutel inc.
cai1	centennial academy inc (1975)
cal	canadian astronautics, ltd.
canad-111	12128489 canada inc.
canad-48	4544188 canada inc.
canad-67	linknet telecommunications inc.
capita-4	capital works, inc.
caris-3	caris
cas-1	cimtek automation systems inc.
cbs-102	canadian blood services
ccbi-1	cbi computer & business integrators
ccin	cci networks
ccohs	canadian centre for occupational health and safety
ccw-1	the corporation of the city of waterloo
cdrlt	centre de recherche licef (t=e9l=e9-universit=e9)
cedrom	cedrom-sni inc.
cgoc	cogeco communications inc.
ch-1192	cold heading company
cirru-3	cirrus9 inc.
citegl	citeglobe
cityof-31	city of modesto
cmgl	carlson marketing group ltd.
codez-1	codezone inc.
commun-173	communique kaleidoscope
confed-1	confederation college
cpdc-1	concord pacific developments corp.
crt-3	canadian radio-television and telecommunications
csdt	commission scolaire du chemin-du-roy
ctfn-1	chippewa of the thames first nation
ctr	carlton trail reda
ctsl-52	cbts technology solutions llc
cudl	communaute urbaine de l'outaouais
cupe	canadian union of public employees
cyberp-1	cyberpages inc.
datape	data perceptions inc.
dateln	datelnet, inc.
datori	dator inc.
dice	dreamscape interactive computer entertainment
digit-264	digitelwebs inc
diia	deer island internet association
dn-151	driftwood networks inc
doncar	doncar systems, inc.
drps	durham regional police service
dsl-4	dataphile software ltd.
dst-45	digital shape technologies inc.
dtmdbd	dtm systems corporation
eagle-11	eagle.net
earthl-4	earthland consulting
eil	epc industries ltd.
eis-76	epic information solutions
el-48	esolutionsgroup ltd.
elast-5	elastic host
enterp-2	enterprise network inc.
ergl	environics research group limited
ets-2	ecco temporary services
fdc-1	federation des cegeps
fdcl	fbm distillery co. ltd.
fds-3	fonex data systems inc.
fhr-3	fairmont hotels & resorts inc.
fn-23	f12.net inc.
fn-243	fidalia networks inc
fns-28	fsh network services inc
fsl-2	fisher scientific limited
futur-24	future electronique inc
ga-197	go auto
gcg-2	groupe conseil genivar inc.
genesy-2	genesys canada inc
geonex-1	geonex aerodat inc.
gla-3	the great-west life assurance company
global-238	global connexions inc.
govtof-1	govt of manitoba
growm-11	growmark, inc.
hardw-2	hardware strategies inc.
heart-54	heartland livestock services
ht-561	home trust
ic-1425	internap holding llc
ic-261	itci corporation
icbc	insurance corporation of british columbia
icl-30	internet crossroads ltd
ics-20	internet connectivity services inc.
idrdi	institut de recherche d'hydro-quebec (ireq)
il-35	ipxcore, llc
incoli	inco limited
inter-1438	internetbusinesscorp.com
intern-29	internet access inc.
isal-4	immediate sales agency ltd.
iso-18	alberta electric system operator
jkltec	jkl technologies inc.
jne-2	jne
js-116	john st. inc
kman	kitchener-waterloo municipal area network
kmbscl	konica minolta business solutions (canada) ltd
laws	lyttonnet
legala	legal aid
lifel-10	lifelabs medical laboratory services
logica-2	logical systems
loyali	loyalist college
markre	mark resources inc.
mcdona-1	mcdonald's corporation
mctsl	maxim transportation services inc.
mdl-14	ministere de l'environnement
megaw-5	megawire inc.
micro-39	microsystem technology
mim-1	mackerel interactive multimedia
minerv-1	minerva technology inc
mml-3	md management limited
mnp-2	meyers norris penny & co.
mpl-7	merak projects ltd.
musk	muskoka worldlink inc.
mwwl-1	marks work wearhouse ltd
nbc-5	national bank of canada
nc-182	nubirdz / nubirdz computers
netmar-7	netmarc.com
netse-9-z	netsell communications
nkc	northwest kidney centers
nrcc-1	national research council of canada
nsrfc	nova scotia research foundation corporation
oldsco-1	olds college
omnig-3	omniglobe networks inc
ontari	ontario hydro
opcoms	opcom solutions inc.
otsco-1	otscom system integrators inc.
panel-2	panelbox
perrie	perrier software
phintl	phintley enterprises
pihl-2	pennine international holdings limited
power157	powerhouse management, inc.
pvl	paprican, vancouver laboratory
qc-30	qtrade canada inc
quebe-50	ebox
quebe-82	haute-vitesse.com
queens-2	queen's university
rlmq	rimq
rndcan	rnd canada, inc.
sb-727	systemes byzantines inc
scc-730	swivel
sccas	simcoe county children's aid society
sdm	shoppers drug mart
shelty	shelty systems
signat-1	signat
sis2	sis
skyhaw	skyhawke technologies
sl-1100	startech.com ltd.
slga	saskatchewan liquor and gaming authority
smc-22	stephen martin consulting
snsml	sasktel's network services multimedia lab
softwo-2	softwords research
sqdj	societe quebequoise d'information juridique
src-1	stentor resource centre
ssh-22	select sandwich hq
starga-2	stargate communications
stral	strala
supra-3	supra canada technologies ltd
surfe-1	surfeasy inc
sutton-1	sutton realtors
targe-45	targetguru
teldi	teldig systems inc.
theint-1	the internet group
tmpcl	trans mountain pipeline co. ltd.
tordio	tordion consulting inc.
trls-1	thompson-nicola regional district
twtc	tw telecom holdings, inc.
uapinc	uap inc.
udmcds	universite de moncton, campus de shippagan
univer-103-z	university of montreal
vc-405	voipster communications, inc.
vcc-3	visual communications corporation
vcs-4	vega computer systems inc.
vddl	dery telecom inc.
videof-1	video flicks
virtua-14	virtual source
vistar	vistar telecommunications inc.
vtlnr	videotron telecom ltee / numerique / reseau
walmar-z	wal-mart stores, inc.
wpc-3	the wired part of canada
xcerts	xcert software inc.
aaprs-z	alberta amateur packet radio society
absolu	absolu technologies inc.
acsl-1-z	andromeda computer systems ltd.
aircan	air canada
aircan-1	air canada
ais-92	assist information services
alber-102	2227155 alberta inc.
algoma	algoma steel inc
allegr-2	allegro films inc.
anjie	anjiejie.com
apt-144	am pro telecom inc
apw	service alberta
atomi	atomic falls
babill-1	babillard synapse inc.
barre-1	barrett corporation
bc-z	bcnet
bellic	bell ics
bfc-2	by the falls computers
bitbl-1	bitblock.com
bitin-2	bit incorporated
bl-786	blazingseo, llc
bmc-9	bell mobility cellular
bnu-1	bluecat networks (usa) inc.
brl-3	bogomips research labs
bytewi	bytewide marketing
caa-37	the calgary airport authority
cabw-1	canadian auto be web inc.
cac-110	cga association of canada
camh-1	centre for addiction and mental health
canad-62	novel, inc
canad-80	9512128 canada inc.
cb-67	cobalt business
ccaat-1	canadore college of applied arts and technology
ccg-252-z	caa club group
ccidread	cirano (centre interuniversitaire de recherche en analyse des
cde-2	canadian department of education
cdr	college de rosemont
cegeps	cegep de st-felicien
cegeps-2	cegep saint-jean-sur-richelieu
choop-1	the constant company, llc
cic-280	converse in code inc.
cipld	centre international pour le developpement
cl-17	cnservers llc
cm-193	critical mass inc.
cn-35	colony networks inc
cndc	cci networks, a division of corporate
cois-2	central ontario internet services, inc.
comput-13	computerland regina
comput-55	computer advantage
corel-3	corel corporation
cottco	cott corp
crc-10	cable regina co-operative
crc-6	champlain regional college
cscl-1	canadian scale company ltd.
csf-2	the client server factory, inc.
csv-3	commission scholaire verdun
ctc-9	carpenter technology corporation
dbes	dryden board of education - sioux
dcaa-1	durham college of applied arts and
ddec	dream data enterprise corporation
delcan-1	delcan, inc.
depart-13	department of transport
dflora	dflora systems inc.
digic-1	digicom
digita-12	digital paradise inc.
dipixt	dipix tech incorporated
dm-20	data matters inc.
dns-27	dexagon inc.
domini	dominion directory company
domtar-2	domtar inc.
dupre-1	duprey.net
ecrit	ecritel inc
ed-298	elite digital
edhech	hautes etudes commerciales (hec)
egnl-1	egihosting
elcc	express lane communications corporation
ergoso	ergosoft inc.
esecu-4	esecuredata
exlk	execulink telecom inc.
fas	focus automation systems inc.
feldsp	feldspar networks
ff-377	flo form
fpl-135	fisher & phillips, llp
frch-1	free range cloud hosting inc.
fronti-3	frontier software company
gcc-11	gtn communications corp.
gcc-182	gazelle communications corp.
gcl-4	gemtex co. ltd.
gemesy	gemesys ltd.
geron-1-z	geronimo group inc.
gespro	gespro inc.
gilead-1	gilead sciences
goodma-2	goodman and carr
googl	google, llc
gqvl	gwaii communications
grant-2	grantstown inc
grc-12	global relay communications inc.
groupe-21	groupe prometheus inc
gsg-33	global sourcing group
gtane	gtanet networking
gwnsys	gwn systems inc
hcc-29	hookup communications corporation
hdq	hayes dana quebec inc
hfc-3	hostess frito-lay corp.
hfsl	hogg fuel & supply ltd.
hriinf	hri informatics inc.
hs-372	hosting services, inc.
hsa-1	holt software associates, inc.
hsi-1	hartlepool systems international inc.
hurn	huron telecommunications cooperative limited
icl-4	idec canada ltd.
icl-6	ica computer ltd.
id-4	icube development (calgary) ltd.
idmedi	idmedia
iepf	iepf
ihc-105	i heard corp
iis-42	imn internet services
impact-35	impact blue
inets-2	inetsafe corporation
infote-14	infoteck inc.
innova-7	innovation station
intb	alphanet telecom, inc.
interl-11	interlect
ios-40	inforelay online systems, inc.
iq-2	i.s.f quebec, inc
jcst	jcst
jmd	jkl micro distribution inc.
kc-1863	kupsta consulting inc
klb-2	kaspersky lab b.v.
kmc-5	kubota materials canada corporation
lc-535	limewave communications
lgb	le groupe berclain, inc.
lgb-1	le groupe bdds
lgc-1	le group cgi
lgci	le groupe conseil innovitech
lsz-1	les systems zenon
marshi-1	marsh inc.
mc-62	mckesson canada
mdl-6	microtronix datacom ltd.
media-542	mediamoat inc.
member-1	membertech management inc.
mfnerc	manitoba first nations education resource centre inc.
mhhc-1	manitoba habitat heritage corp
mhil-2	manitoba hydro international ltd
mksinf	mks informatique
mms-24	melchior management systems
msft-z	microsoft corp
msl-139	peaktera
mtc-4	manitoba theatre centre
mttl	mettel
mun-3	memorial university of newfoundland
nano	nechako access network organization
nbde	new brunswick department of education
nestle-2	nestle canada inc
nl-624	alt telecom
nlis-1	northern lights internet solutions
nnet	nunet inc.
nrc-46	nelson river construction
nt-21	paysafe
oac-27-z	omers administration corporation
olsc	ontario library services centre
omerde	omer deserres
ommri	ommri
ontar-9	rural wave
opc-14	omega performance corporation
ormuc	ormuco
osl-57	on-call solutions
person-56	persona communications inc.
pesl-3	precision energy services ltd.
pnb-3	province of new brunswick
pnm-15	pretecs networks inc.
prl-4	proctor & redfern limited
ps-78	pason systems corp
psdpr	psd professional systems/designs, ltd
psl	promacad services ltd.
ptcieb1	primus telecommunications canada inc. -eastern-015- brv 1
ptcieb1-1	primus telecommunications canada inc. -eastern-017- blv 1
qac-2	quest an alliance corporation
qel-5	quadranet enterprises llc
qhost-6	qhoster.com
qlsl	qbyte land services ltd
quebe-57	9217-0182 quebec inc.
rbcca	rbc wealth management
rcc-182	rogers communications canada inc.
rel-51	r629 enterprises ltd
resot	reso-tech inc.
riinc-1	r2i.ca
ridea	rideau inc.
risq	reseau d'informations scientifiques du quebec (risq inc.)
rn-45	rhicom networks inc.
ronai	rona inc.
rsr	reseau sante richelieu-yamaska
ruc-7	redeemer university college
sbs-280	smartlayer business solutions
sbs-320	smartlayer business solutions
scbc	the science council of british columbia
scc-67	sea change corporation
sccaat	st clair college of applied arts and technology
scdsb	simcoe county district school board
scl-18	sigil consulting ltd.
scs-228	stantec consulting services inc.
sct-142	secretariat du conseil du tresor du quebec
sdfnts	first national technology solutions, inc.
secur-177	securedconnectivity.net
sites-1	sitesell inc.
slcent	slc enterprises
sliss	saskatchewan land information systems (slis)
smcdsb-1	simcoe muskoka catholic district school board
smsv	smart servers
sph-33	sheraton parkway hotels
sten	stentor national integrated communications network
steven-3	steven o'reilly
stjre	st&j retail
stora-22	storageasp inc
stsfa	sea to sky freenet association
summit-4	summit physio inc.
sunc-1	strategic unix networks corp.
sush	sunshine communications
tangr-2	tangram canada inc.
tatac	tata communications
tatac-49	tata communications,ltd.
teaml-2	teamliquid
tfi-16	cloudsingularity internet exchange
theban-1	the bank of canada
thebgw	the bgw group inc
thecit-6	the city of moncton
theent-1	the entrepreneurship centre
trblc	trevors r bjurman law corporation
treb-1	toronto real estate board
trigra	trigraph inc
tsi-81	theorem
tss-218	total server solutions
udqq-z	universite du quebec
unite-472	uni-telecom
univer-75	universite laval
vantel	vantel consulting
vc-116	vision critical
vgs-9	colocrossing
viceen	vice entertainment inc.
vivos	vivosweb inc.
wavesp	wavesplitter
wcs-6	wilkor computing services
wcsc	westonia computer systems of canada
westco-5	westcoast energy inc.
wpug	winnipeg pc user group
rlbl-1	r. l. bondy ltd.
rlgc	roche ltee groupe conseil
rn-9	rhyzome networks
